schemaVersion,recordType,source_name,source_url,entityName,employeeCount,description,category,collectedAt
1.0,STARTUP,Y Combinator Directory,https://www.atratopago.com,Atrato,80,Enabling consumers split the cost of purchases without a credit card,Fintech,2026-08-12T02:01:19.289515Z
1.0,STARTUP,Y Combinator Directory,https://www.abacum.ai/,Abacum,125,The AI-native FP&A platform that helps Finance teams drive business…,B2B,2026-08-12T02:01:19.455930Z
1.0,STARTUP,Y Combinator Directory,https://www.afriexapp.com,Afriex,55,"Instant, low-fee remittances",Fintech,2026-08-12T02:01:19.991826Z
1.0,STARTUP,Y Combinator Directory,https://arketa.com,Arketa,55,Everything for your fitness or wellness business.,B2B,2026-08-12T02:01:20.475677Z
1.0,STARTUP,Y Combinator Directory,https://www.awtomic.com,Awtomic,11,Dollar Shave Club as a platform.,B2B,2026-08-12T02:01:19.297932Z
1.0,STARTUP,Y Combinator Directory,https://akiflow.com,Akiflow,18,All your tasks and calendars into an AI-powered productivity app,B2B,2026-08-12T02:01:19.866716Z
1.0,STARTUP,Y Combinator Directory,https://www.atomicvest.com/,Atomic,25,API that lets companies embed investment accounts into their services,B2B,2026-08-12T02:01:19.451415Z
1.0,STARTUP,Y Combinator Directory,https://www.arist.co,Arist,23,Deliver effective learning at scale,B2B,2026-08-12T02:01:20.042187Z
1.0,STARTUP,Y Combinator Directory,https://atob.com/,Atob,75,Modernizing global transportation payments.,Fintech,2026-08-12T02:01:20.199846Z
1.0,STARTUP,Y Combinator Directory,https://www.aesthetic.com,Aesthetic,4,Your AI-powered creative apprentice 🪄,B2B,2026-08-12T02:01:20.534659Z
1.0,STARTUP,Y Combinator Directory,https://www.alphavantage.co/,Alpha Vantage,8,Developer-friendly and enterprise-grade APIs for financial market…,Fintech,2026-08-12T02:01:20.085628Z
1.0,STARTUP,Y Combinator Directory,https://www.animaapp.com,Anima App,20,Design to Code & On-brand Vibe-coding,B2B,2026-08-12T02:01:22.361994Z
1.0,STARTUP,Y Combinator Directory,https://soundkins.com/,"Askmyclass, Now Soundkins",2,Audio learning assistant for teachers and students.,Education,2026-08-12T02:01:20.702027Z
1.0,STARTUP,Y Combinator Directory,https://www.apprenticehealth.com,Apprentice Health,6,We deploy sensors and software that increase hospital efficiency.,Healthcare,2026-08-12T02:01:19.916936Z
1.0,STARTUP,Y Combinator Directory,https://activeloop.ai/,Activeloop,15,Database for AI,B2B,2026-08-12T02:01:20.165492Z
1.0,STARTUP,Y Combinator Directory,https://www.anylist.com,Anylist,3,"One app for stress-free shopping, cooking, and meal planning.",Consumer,2026-08-12T02:01:20.308512Z
1.0,STARTUP,Y Combinator Directory,http://www.aerones.com,Aerones,250,Robotics for wind turbine maintenance.,Industrials,2026-08-12T02:01:22.044622Z
1.0,STARTUP,Y Combinator Directory,https://www.anjuna.io,Anjuna,55,Anjuna enabled organizations to trust any infrastructure,B2B,2026-08-12T02:01:19.592146Z
1.0,STARTUP,Y Combinator Directory,http://archform.com,Archform,23,Replacing orthodontic braces with our clear aligner and software,Healthcare,2026-08-12T02:01:20.237338Z
1.0,STARTUP,Y Combinator Directory,http://www.algosurg.com,Algosurg Inc,8,We make AI technology for Robotic and AR Surgeries,Healthcare,2026-08-12T02:01:20.533562Z
1.0,STARTUP,Y Combinator Directory,https://aspireapp.com,Aspire,500,All-in-one Finance OS for businesses,Fintech,2026-08-12T02:01:20.043695Z
1.0,STARTUP,Y Combinator Directory,https://acely.com,Acely,30,Every student's AI coach for college readiness,Education,2026-08-12T02:01:19.811623Z
1.0,STARTUP,Y Combinator Directory,http://avrolifesci.com,Avro Life Science,8,Skin patches for generic drug delivery.,Healthcare,2026-08-12T02:01:21.147840Z
1.0,STARTUP,Y Combinator Directory,https://www.assembly.com,AssemblyAI,25,Create remarkable client experiences,B2B,2026-08-12T02:01:21.668687Z
1.0,STARTUP,Y Combinator Directory,https://www.assemblyai.com,AssemblyAI,65,The best way to build Voice AI apps,B2B,2026-08-12T02:01:19.800617Z
1.0,STARTUP,Y Combinator Directory,http://www.airthium.com,Airthium,18,Decarbonized heat and power cheaper than fossil fuels,Industrials,2026-08-12T02:01:19.918928Z
1.0,STARTUP,Y Combinator Directory,http://www.advano.io,Advano,25,Advano is a battery technology company that improve the longevity of…,Industrials,2026-08-12T02:01:21.704377Z
1.0,STARTUP,Y Combinator Directory,https://www.aecore.com,Aecore,6,Vertically integrated commercial construction,Real Estate and Construction,2026-08-12T02:01:19.802101Z
1.0,STARTUP,Y Combinator Directory,https://www.aclu.org/,Aclu,501,Defender of rights and liberties,Unspecified,2026-08-12T02:01:20.200845Z
1.0,STARTUP,Y Combinator Directory,https://www.aon3d.com,Aon3D,40,Additive Manufacturing with advanced materials,Industrials,2026-08-12T02:01:19.787470Z
1.0,STARTUP,Y Combinator Directory,https://www.apozy.com/,Apozy,9,Apozy makes every website safe to browse,B2B,2026-08-12T02:01:19.943725Z
1.0,STARTUP,Y Combinator Directory,https://www.alemhealth.com,Alemhealth,25,AI Radiologist in a Box - We provide a vertically integrated AI…,Healthcare,2026-08-12T02:01:21.917128Z
1.0,STARTUP,Y Combinator Directory,http://www.aellaapp.com,Aella,60,Diversified credit infrastructure powering payments across Africa.,Fintech,2026-08-12T02:01:20.581509Z
1.0,STARTUP,Y Combinator Directory,https://ambient.ai,Ambient.Ai,150,AI company transforming enterprise physical security to prevent…,B2B,2026-08-12T02:01:20.371004Z
1.0,STARTUP,Y Combinator Directory,http://acunote.com,Acunote,1,Y Combinator Startup,B2B,2026-08-12T02:01:22.839110Z
1.0,STARTUP,Y Combinator Directory,https://www.algenbio.com/,Algen Biotechnologies,15,Using CRISPR to find treatments for cancer and inflammation,Healthcare,2026-08-12T02:01:20.242856Z
1.0,STARTUP,Y Combinator Directory,https://airbyte.com/,Airbyte,90,Context layer for production-grade AI agents,B2B,2026-08-12T02:01:19.952256Z
1.0,STARTUP,Y Combinator Directory,http://atmo.ai,Atmo,10,Ultra-precise AI weather forecasting.,Industrials,2026-08-12T02:01:21.306808Z
1.0,STARTUP,Y Combinator Directory,http://www.avion.health,Avion,1,Avion builds and operates autonomous eVTOL drones that deliver vital…,Industrials,2026-08-12T02:01:20.210400Z
1.0,STARTUP,Y Combinator Directory,https://www.anglehealth.com,Angle Health,100,Health Insurance for Startups,Fintech,2026-08-12T02:01:19.878423Z
1.0,STARTUP,Y Combinator Directory,https://adyn.com,Adyn,7,The first test designed to prevent birth control side effects,Healthcare,2026-08-12T02:01:19.931184Z
1.0,STARTUP,Y Combinator Directory,https://www.aiosmedical.com/,Aios,100,Building AI-native infrastructure for the next era of care.,Healthcare,2026-08-12T02:01:20.225927Z
1.0,STARTUP,Y Combinator Directory,http://www.altaytherapeutics.com,Altay Therapeutics,6,Altay develops disease-modifying therapies targeting transcription…,Healthcare,2026-08-12T02:01:20.222886Z
1.0,STARTUP,Y Combinator Directory,https://adenhq.com/,Aden,5,Open source agent generation framework,B2B,2026-08-12T02:01:19.911613Z
1.0,STARTUP,Y Combinator Directory,https://www.alude.com.br/,Alude,8,We offer free software that automates bureaucracy for real-estate…,Real Estate and Construction,2026-08-12T02:01:19.989827Z
1.0,STARTUP,Y Combinator Directory,https://www.abalonebio.com,Abalone Bio,14,We create activating antibodies to treat diseases others can’t.,Healthcare,2026-08-12T02:01:20.166501Z
1.0,STARTUP,Y Combinator Directory,https://inaccord.com,Accord,20,The Revenue Excellence Platform,B2B,2026-08-12T02:01:20.000494Z
1.0,STARTUP,Y Combinator Directory,https://www.apolloshield.com,Apolloshield,1,ApolloShield is a system that detects unwanted drones and drives them…,Industrials,2026-08-12T02:01:20.106840Z
1.0,STARTUP,Y Combinator Directory,https://apurata.com,Apurata,12,Point of sale financing for Latin America's middle class.,Fintech,2026-08-12T02:01:21.569586Z
1.0,STARTUP,Y Combinator Directory,https://www.asherbio.com/,Asher Bio,3,We build better immunotherapies,Healthcare,2026-08-12T02:01:23.091729Z
1.0,STARTUP,Y Combinator Directory,https://aspect.app,Aspect,1,Build UI fast.,B2B,2026-08-12T02:01:20.746906Z
1.0,STARTUP,Y Combinator Directory,http://www.airfordable.com,Airfordable,7,Buy flights for only a fraction upfront and pay off the rest in…,Fintech,2026-08-12T02:01:21.339088Z
1.0,STARTUP,Y Combinator Directory,http://athelas.com,Athelas,1000,"Extensible, Integrated Technology that Simplifies Health Systems",Healthcare,2026-08-12T02:01:20.839926Z
1.0,STARTUP,Y Combinator Directory,https://www.aperohealth.com,Apero Health,24,Modern medical billing,Healthcare,2026-08-12T02:01:20.611239Z
1.0,STARTUP,Y Combinator Directory,https://atlascard.com,Atlas,25,Modern spend management & concierge.,Fintech,2026-08-12T02:01:20.959418Z
1.0,STARTUP,Y Combinator Directory,http://www.acciojob.com,Acciojob,250,Upskilling bootcamp for India,Education,2026-08-12T02:01:20.676544Z
1.0,STARTUP,Y Combinator Directory,https://amberbox.com,Amberbox Gunshot Detection,1,Detect Gunshots | Inform Law Enforcement | Empower First Responders,B2B,2026-08-12T02:01:20.766650Z
1.0,STARTUP,Y Combinator Directory,https://ampup.io,Ampup,45,We make EV charging as simple and reliable as LED lights,Consumer,2026-08-12T02:01:20.722322Z
1.0,STARTUP,Y Combinator Directory,https://alpaca.markets/,Alpaca,150,API-first stock and crypto brokerage platform,Fintech,2026-08-12T02:01:21.188946Z
1.0,STARTUP,Y Combinator Directory,https://auravision.ai,Aura Vision,10,In-store analytics AI assistant to fix your retail stores,B2B,2026-08-12T02:01:20.219115Z
1.0,STARTUP,Y Combinator Directory,https://helloaxel.com/,Axel Travel,20,AI agent that saves you money on travel,Consumer,2026-08-12T02:01:21.087958Z
1.0,STARTUP,Y Combinator Directory,https://www.autodial.com,Autodial Prev Qwest,1,Skip Busy Phone Lines,Consumer,2026-08-12T02:01:22.276310Z
1.0,STARTUP,Y Combinator Directory,https://www.ashbyhq.com,Ashby,110,All-in-one recruiting platform that empowers hiring excellence in…,B2B,2026-08-12T02:01:20.225927Z
1.0,STARTUP,Y Combinator Directory,https://www.aiinsurance.io,Ai Insurance,16,AI Insurance is the platform that runs insurance companies,Fintech,2026-08-12T02:01:21.213533Z
1.0,STARTUP,Y Combinator Directory,https://www.avo.app/,Avo,10,Fixing data quality in product analytics.,B2B,2026-08-12T02:01:20.542413Z
1.0,STARTUP,Y Combinator Directory,https://www.allsome.com,Allsome Fulfillment,18,Fulfillment platform to build Southeast Asia e-commerce operations,B2B,2026-08-12T02:01:20.423611Z
1.0,STARTUP,Y Combinator Directory,http://www.astranis.com,Astranis,500,Advanced satellites for high orbits.,Industrials,2026-08-12T02:01:20.336890Z
1.0,STARTUP,Y Combinator Directory,https://www.apollo.io/,Apollo.Io,800,Apollo is the foundation of your entire go-to-market strategy.,B2B,2026-08-12T02:01:20.313513Z
1.0,STARTUP,Y Combinator Directory,http://www.auro.ai/,Auro Robotics,1,Autonomous shuttles for campus-like environments.,Industrials,2026-08-12T02:01:20.626727Z
1.0,STARTUP,Y Combinator Directory,http://appcanary.com,Appcanary,2,Appcanary tracks the dependencies you use in your apps and servers…,B2B,2026-08-12T02:01:20.736403Z
1.0,STARTUP,Y Combinator Directory,https://www.aptopayments.com/,Apto Payments,32,API platform for partners to issue branded debit and credit cards to…,Fintech,2026-08-12T02:01:20.923687Z
1.0,STARTUP,Y Combinator Directory,https://www.aptible.com,Aptible,25,The No Infrastructure Platform as a Service,B2B,2026-08-12T02:01:22.017891Z
1.0,STARTUP,Y Combinator Directory,https://axoni.com,Axoni,155,Axoni is building the next generation of capital markets technology,Fintech,2026-08-12T02:01:20.177889Z
1.0,STARTUP,Y Combinator Directory,http://arcusfi.com,Arcus,100,Payment-as-a-service that helps any business launch payment solutions,Fintech,2026-08-12T02:01:22.730775Z
1.0,STARTUP,Y Combinator Directory,http://apptimize.com,Apptimize,50,Apptimize lets mobile teams innovate faster to create an amazing user…,B2B,2026-08-12T02:01:21.429983Z
1.0,STARTUP,Y Combinator Directory,http://authy.com,Authy,201,Authy is a Two-Factor Authentication platform for developers,B2B,2026-08-12T02:01:21.702871Z
1.0,STARTUP,Y Combinator Directory,http://anywhere.fm,Anywhere.Fm,11,Y Combinator Startup,Consumer,2026-08-12T02:01:22.148029Z
1.0,STARTUP,Y Combinator Directory,http://athinkingape.com,A Thinking Ape,75,We build communities through massively multiplayer mobile games,B2B,2026-08-12T02:01:22.173002Z
1.0,STARTUP,Y Combinator Directory,https://www.rohanmehta.com/,Arcane,2,AI,Consumer,2026-08-12T02:01:20.342041Z
1.0,STARTUP,Y Combinator Directory,https://autotab.com,Autotab,2,AI agents reliable enough to do real work,B2B,2026-08-12T02:01:20.865952Z
1.0,STARTUP,Y Combinator Directory,https://www.arroyo.dev,Arroyo,2,Cloud-native stream processing,B2B,2026-08-12T02:01:20.525775Z
1.0,STARTUP,Y Combinator Directory,https://anjahealth.com,Anja Health,2,Cord Blood Banking Reimagined,Healthcare,2026-08-12T02:01:21.085031Z
1.0,STARTUP,Y Combinator Directory,https://www.joinarc.com/,Arc,30,Banking & Funding for Startups,Fintech,2026-08-12T02:01:21.045342Z
1.0,STARTUP,Y Combinator Directory,https://www.aercompliance.com/,Aer,18,Compound compliance: the central hub for meeting SEC obligations,Fintech,2026-08-12T02:01:22.035991Z
1.0,STARTUP,Y Combinator Directory,https://avenue.app/,Avenue,8,Observability platform for operations teams,B2B,2026-08-12T02:01:20.774183Z
1.0,STARTUP,Y Combinator Directory,https://www.aquariumlearning.com/,Aquarium Learning,12,We help ML teams improve their models by improving their datasets,B2B,2026-08-12T02:01:20.626727Z
1.0,STARTUP,Y Combinator Directory,https://altro.io,Altro,29,Build Credit With Your Subscriptions,Fintech,2026-08-12T02:01:20.859412Z
1.0,STARTUP,Y Combinator Directory,https://www.audm.com,Audm,10,Audm is a subscription service providing mini-audiobooks —…,Consumer,2026-08-12T02:01:22.836088Z
1.0,STARTUP,Y Combinator Directory,https://www.autohub.io,Autohub,2,We help dealerships appraise vehicle trade-ins more efficiently…,B2B,2026-08-12T02:01:21.034821Z
1.0,STARTUP,Y Combinator Directory,http://armory.io,Armory,90,"Continuous Deployment at any scale, for all developers.",B2B,2026-08-12T02:01:22.304680Z
1.0,STARTUP,Y Combinator Directory,https://ablejobs.co/,Able,50,India's Largest Placement Platform for Early Professionals,Consumer,2026-08-12T02:01:20.660226Z
1.0,STARTUP,Y Combinator Directory,http://automatic.com,Automatic,51,Automatic connects your car to the rest of your digital life.,Consumer,2026-08-12T02:01:21.593724Z
1.0,STARTUP,Y Combinator Directory,https://ascen.com,Ascen,17,EOR for the staffing industry,B2B,2026-08-12T02:01:21.280336Z
1.0,STARTUP,Y Combinator Directory,http://apollo.com,Apollo Health,1,Y Combinator Startup,Consumer,2026-08-12T02:01:22.804947Z
1.0,STARTUP,Y Combinator Directory,http://www.airmada.com,Airmada,2,Autonomous ground stations for drones,Industrials,2026-08-12T02:01:21.521598Z
1.0,STARTUP,Y Combinator Directory,http://audobox.com,Audobox,1,Audobox is a developer and user friendly tool for in-app feedback.,B2B,2026-08-12T02:01:22.467908Z
1.0,STARTUP,Y Combinator Directory,http://amulyte.com,Amulyte,2,Remote monitoring & activity tracking system for seniors.,Healthcare,2026-08-12T02:01:21.306808Z
1.0,STARTUP,Y Combinator Directory,http://appcubator.com,Appcubator,1,The easiest way to prototype web applications.,B2B,2026-08-12T02:01:22.309707Z
1.0,STARTUP,Y Combinator Directory,http://audiobeta.com,Audiobeta,1,Y Combinator Startup,B2B,2026-08-12T02:01:21.659174Z
1.0,STARTUP,Y Combinator Directory,https://altrina.com,Altrina,4,The SOP Automation Platform,B2B,2026-08-12T02:01:21.383760Z
1.0,STARTUP,Y Combinator Directory,https://www.tryabel.com,Abel,2,Transforming document review for litigation teams,B2B,2026-08-12T02:01:21.125326Z
1.0,STARTUP,Y Combinator Directory,https://airtrain.ai,Airtrain Ai,5,No-code data curation for LLM fine-tuning and evaluation.,B2B,2026-08-12T02:01:21.722595Z
1.0,STARTUP,Y Combinator Directory,https://www.aisupervision.com,Aisupervision,13,The operating system for factory production lines,Industrials,2026-08-12T02:01:21.198473Z
1.0,STARTUP,Y Combinator Directory,https://alima.la,Alima,10,Fresh procurement made easy,B2B,2026-08-12T02:01:21.122305Z
1.0,STARTUP,Y Combinator Directory,https://www.avairsense.com/,Avairsense,14,We go all out to Build the Smartest AI-Enabled Cameras!,Consumer,2026-08-12T02:01:23.267916Z
1.0,STARTUP,Y Combinator Directory,https://www.antwalk.com/,Antwalk,50,An employee up-skilling platform for fast growing companies,Education,2026-08-12T02:01:21.152845Z
1.0,STARTUP,Y Combinator Directory,https://avionschool.com,Avion School,4,We teach Filipinos to become remote software engineers globally.,Education,2026-08-12T02:01:21.699547Z
1.0,STARTUP,Y Combinator Directory,https://www.aerotime.com,Aerotime,6,Calendar that kills time fragmentation,B2B,2026-08-12T02:01:21.372704Z
1.0,STARTUP,Y Combinator Directory,https://www.avonow.com/,Avo,10,Online convenience store for residential and office buildings,Consumer,2026-08-12T02:01:24.787541Z
1.0,STARTUP,Y Combinator Directory,http://www.aalo.co,Aalo,1,Lego-like furniture for design geeks. We create furniture that's…,Consumer,2026-08-12T02:01:26.036400Z
1.0,STARTUP,Y Combinator Directory,https://appharbor.com,Appharbor,1,.NET Cloud Platform as a Service,B2B,2026-08-12T02:01:26.895349Z
1.0,STARTUP,Y Combinator Directory,http://tryadla.com,Adla,3,Department store for e-commerce,Consumer,2026-08-12T02:01:26.647944Z
1.0,STARTUP,Y Combinator Directory,http://www.airohealth.com,Airo Health,2,Airo is an AI to passively track and manage your mental health.,Healthcare,2026-08-12T02:01:25.224612Z
1.0,STARTUP,Y Combinator Directory,http://auroraq.com,Auroraq,1,"Building the first practical, integrated quantum computer.",Industrials,2026-08-12T02:01:26.059532Z
1.0,STARTUP,Y Combinator Directory,https://www.allocommunity.com/,Allo,2,Allo is an app that helps neighboring families meet and help each…,Consumer,2026-08-12T02:01:26.262722Z
1.0,STARTUP,Y Combinator Directory,https://theathletic.com,The Athletic,600,Subscription sports media.,Consumer,2026-08-12T02:01:25.094727Z
1.0,STARTUP,Y Combinator Directory,http://fontawesome.com,Font Awesome,17,Icons and social logos for your website.,B2B,2026-08-12T02:01:26.986974Z
1.0,STARTUP,Y Combinator Directory,http://www.thriveagritech.com,Thrive Agritech,8,We design and manufacture energy efficient LED lighting fixtures for…,Industrials,2026-08-12T02:01:25.550723Z
1.0,STARTUP,Y Combinator Directory,http://www.tara.ai,Tara Ai,13,"Meet Tara AI, your new engineering efficiency co-pilot.",B2B,2026-08-12T02:01:24.786538Z
1.0,STARTUP,Y Combinator Directory,https://thebillow.ai/,Billow Ai Labs,1,AI-native Accounting Firm to Replace the Big-4,B2B,2026-08-12T02:01:24.922718Z
1.0,STARTUP,Y Combinator Directory,https://hopaero.com,Hop Aero,6,Rocket cargo delivery to contested environments,Industrials,2026-08-12T02:01:27.986653Z
1.0,STARTUP,Y Combinator Directory,https://levocred.com/,Levocred Ai,2,"AI for credit funds, fintechs and banks",Fintech,2026-08-12T02:01:25.710706Z
1.0,STARTUP,Y Combinator Directory,https://www.praxisrobotics.io,Praxis Ai,3,Turns every company into a data vendor,Industrials,2026-08-12T02:01:24.920717Z
1.0,STARTUP,Y Combinator Directory,https://lastaccountingcompany.com/,Last Accounting Company,4,Agent-native accounting firm.,B2B,2026-08-12T02:01:24.912021Z
1.0,STARTUP,Y Combinator Directory,https://movingatoms.ai/,Moving Atoms,2,Virtual Reality for Robots (World Models),Industrials,2026-08-12T02:01:25.715255Z
1.0,STARTUP,Y Combinator Directory,https://generalaviation.com,General Aviation,1,Fix ATC by connecting aircraft to the internet,Industrials,2026-08-12T02:01:25.882862Z
1.0,STARTUP,Y Combinator Directory,https://saudara.ai,Saudara Ai,2,AI Native Sourcing Broker For Overseas Manufacturing,B2B,2026-08-12T02:01:25.177039Z
1.0,STARTUP,Y Combinator Directory,https://plan0.ai/,Plan0 Ai,4,Construction Cost Intelligence.,Real Estate and Construction,2026-08-12T02:01:25.825458Z
1.0,STARTUP,Y Combinator Directory,https://www.gojiberry.ai,Gojiberry Ai,7,AI Go-To-Market agents for B2B teams,B2B,2026-08-12T02:01:26.650956Z
1.0,STARTUP,Y Combinator Directory,https://bentolabs.ai/,Bentolabs Ai,5,Monitoring and learning layer for long-running agents,B2B,2026-08-12T02:01:25.029853Z
1.0,STARTUP,Y Combinator Directory,https://kimpton.ai,Kimpton Ai,5,The IDE for Investors,Fintech,2026-08-12T02:01:26.006158Z
1.0,STARTUP,Y Combinator Directory,https://callab.ai,Callab Ai,7,AI voice agents for on-prem telephony stack.,B2B,2026-08-12T02:01:25.017862Z
1.0,STARTUP,Y Combinator Directory,https://lightanchor.ai,Light Anchor,2,AI-run consumer brands,Consumer,2026-08-12T02:01:25.721281Z
1.0,STARTUP,Y Combinator Directory,https://beesafe.ai/,Beesafe Ai,3,Frontier AI Defenses for Social Engineering Attacks,B2B,2026-08-12T02:01:25.010847Z
1.0,STARTUP,Y Combinator Directory,https://samora.ai/,Samora Ai,8,Multilingual voice agents that outperform humans,B2B,2026-08-12T02:01:25.222486Z
1.0,STARTUP,Y Combinator Directory,https://www.humanarchive.ai/,Human Archive,10,Physical AI data lab,Industrials,2026-08-12T02:01:25.026698Z
1.0,STARTUP,Y Combinator Directory,https://ressl.ai,Ressl Ai,3,"Train, eval and build autonomous agents",B2B,2026-08-12T02:01:25.851947Z
1.0,STARTUP,Y Combinator Directory,https://fenrock.ai/,Fenrock Ai,2,AI agents for banks,Fintech,2026-08-12T02:01:26.098008Z
1.0,STARTUP,Y Combinator Directory,https://rhizomeai.com/,Rhizome Ai,1,Agent Platform for Life Sciences,B2B,2026-08-12T02:01:25.223486Z
1.0,STARTUP,Y Combinator Directory,https://terranox.ai,Terranox Ai,2,The first AI-powered uranium discovery company,Industrials,2026-08-12T02:01:26.520953Z
1.0,STARTUP,Y Combinator Directory,https://strandai.com,Strand Ai,2,Multimodal foundation models to predict uncollected patient biology,Healthcare,2026-08-12T02:01:25.051468Z
1.0,STARTUP,Y Combinator Directory,https://klausai.com,Klaus Ai,2,Fast and Safe OpenClaw on the cloud,B2B,2026-08-12T02:01:26.512422Z
1.0,STARTUP,Y Combinator Directory,https://www.helloeos.ai/,Eos Ai,2,Autonomous OS for healthcare,Healthcare,2026-08-12T02:01:25.765412Z
1.0,STARTUP,Y Combinator Directory,https://useboom.ai,Boom Ai,3,AI agents that recover lost revenue through real conversations.,B2B,2026-08-12T02:01:25.767408Z
1.0,STARTUP,Y Combinator Directory,https://generalastro.com/,General Astronautics,2,Robotics for Space R&D,Industrials,2026-08-12T02:01:25.694445Z
1.0,STARTUP,Y Combinator Directory,https://tryscott.ai,Scott Ai,3,The planning layer for teams that build with coding agents,B2B,2026-08-12T02:01:25.888393Z
1.0,STARTUP,Y Combinator Directory,https://imagineai.me,Imagine Ai,5,"We reverse engineer B2B growth, starting with LinkedIn.",B2B,2026-08-12T02:01:25.955142Z
1.0,STARTUP,Y Combinator Directory,https://pixleyai.com,Pixley Ai,2,The first platform where families can create AI cartoons in minutes,Consumer,2026-08-12T02:01:26.958530Z
1.0,STARTUP,Y Combinator Directory,https://cortexrobot.ai/,Cortex Ai,3,Large-scale real-world robot & human data for embodied AI,Industrials,2026-08-12T02:01:25.112534Z
1.0,STARTUP,Y Combinator Directory,https://usekestrel.ai/,Kestrel Ai,2,AI Agents for Platform Engineering,B2B,2026-08-12T02:01:26.482769Z
1.0,STARTUP,Y Combinator Directory,https://www.unsiloed.ai/,Unsiloed Ai,2,API for parsing multimodal unstructured data,B2B,2026-08-12T02:01:25.296531Z
1.0,STARTUP,Y Combinator Directory,https://www.sembleai.com,Semble Ai,2,Operating system for your construction business.,B2B,2026-08-12T02:01:25.295517Z
1.0,STARTUP,Y Combinator Directory,https://www.cranston.ai,Cranston Ai,2,AI Tax prep and accounting software for CPA firms,B2B,2026-08-12T02:01:26.061835Z
1.0,STARTUP,Y Combinator Directory,https://bolna.ai,Bolna Ai,21,Voice AI to enable India's next billion,B2B,2026-08-12T02:01:25.992788Z
1.0,STARTUP,Y Combinator Directory,https://www.getstructured.ai/,Structured Ai,10,The AI drawing review platform for architects and engineers.,Real Estate and Construction,2026-08-12T02:01:25.969728Z
1.0,STARTUP,Y Combinator Directory,https://upliftai.org/,Uplift Ai,3,Foundational Voice Models for regional languages,B2B,2026-08-12T02:01:25.494218Z
1.0,STARTUP,Y Combinator Directory,https://www.usebizzy.com/,Bizzy Ai,1,Bizzy works 24/7 so you never miss a lead.,B2B,2026-08-12T02:01:25.612861Z
1.0,STARTUP,Y Combinator Directory,https://useflywheel.ai/,Flywheel Ai,2,Waymo for excavators,Industrials,2026-08-12T02:01:25.363523Z
1.0,STARTUP,Y Combinator Directory,https://www.certus-ai.com/,Certus Ai,8,Replacing the restaurant phone line with Voice AI,B2B,2026-08-12T02:01:25.323663Z
1.0,STARTUP,Y Combinator Directory,https://www.pares.ai/,Pares Ai,3,AI-native real estate services firm,Real Estate and Construction,2026-08-12T02:01:25.430482Z
1.0,STARTUP,Y Combinator Directory,https://getsocratix.ai,Socratix Ai,4,AI coworkers for fraud and compliance teams.,B2B,2026-08-12T02:01:25.814925Z
1.0,STARTUP,Y Combinator Directory,https://gominimal.ai/,Minimal Ai,3,AI Agents for E-commerce Customer Support,B2B,2026-08-12T02:01:25.421801Z
1.0,STARTUP,Y Combinator Directory,https://www.risely.ai/,Risely Ai,9,AI agents that automate administrative work across college campuses.,Education,2026-08-12T02:01:26.234696Z
1.0,STARTUP,Y Combinator Directory,https://roboticscenter.ai/,Deepaware Ai (Robotics Center Of Silicon Valley),4,"Robots, parts & RL envs & evals - delivered in 48 hrs / pickup in SF.",Industrials,2026-08-12T02:01:25.720257Z
1.0,STARTUP,Y Combinator Directory,https://janet.ai,Janet Ai,4,The Autonomous Product Management System,B2B,2026-08-12T02:01:26.121019Z
1.0,STARTUP,Y Combinator Directory,https://www.designarena.ai/,Design Arena,3,World's largest crowdsourced benchmark for AI-generated design,Consumer,2026-08-12T02:01:25.774143Z
1.0,STARTUP,Y Combinator Directory,https://www.theliva.ai,Liva Ai,4,Audio & Video Data,B2B,2026-08-12T02:01:25.450086Z
1.0,STARTUP,Y Combinator Directory,https://nimbic-ai.com,Nimbic Ai,3,Automatically write and update internal docs with every code commit.,B2B,2026-08-12T02:01:25.467272Z
1.0,STARTUP,Y Combinator Directory,https://www.mobyanalytics.com/,Moby Analytics,4,AI financial auditors,B2B,2026-08-12T02:01:25.985110Z
1.0,STARTUP,Y Combinator Directory,https://www.eloquentai.co/,Eloquent Ai,5,The AI Operator for Financial Services,B2B,2026-08-12T02:01:26.331577Z
1.0,STARTUP,Y Combinator Directory,https://www.klavis.ai/,Klavis Ai,3,High Quality Coding & Agentic Data for AI labs,B2B,2026-08-12T02:01:25.889393Z
1.0,STARTUP,Y Combinator Directory,https://besimple.ai,Besimple Ai,6,Voice data for AI,B2B,2026-08-12T02:01:25.654930Z
1.0,STARTUP,Y Combinator Directory,https://www.opusense.com/,Opusense Ai,2,AI for Field Inspection Reports,Real Estate and Construction,2026-08-12T02:01:25.997126Z
1.0,STARTUP,Y Combinator Directory,https://better-auth.com/,Better Auth,4,The authentication framework for TypeScript,B2B,2026-08-12T02:01:25.708689Z
1.0,STARTUP,Y Combinator Directory,https://www.mbodi.ai/,Mbodi Ai,6,Industrial Robots that Learn and Operate Like Humans,Industrials,2026-08-12T02:01:25.851947Z
1.0,STARTUP,Y Combinator Directory,https://fuseai.com/,Fuse Ai,12,#1 AI Platform for Outbound Sales,B2B,2026-08-12T02:01:25.838010Z
1.0,STARTUP,Y Combinator Directory,https://www.usepeppr.ai/,Peppr Ai,4,In-call AI teleprompter that helps reps close enterprise deals,B2B,2026-08-12T02:01:25.870162Z
